Data,Media,Minimo,Maximo,Mediana
2025-05-29,14.125,12.25,15.0,14.125
2025-05-29,14.1654,12.25,15.0,14.25
2025-05-29,14.4303,12.75,15.0,14.5
2025-05-29,14.4587,12.75,15.25,14.5
2025-05-29,14.6985,13.5,15.25,14.75
2025-05-29,14.7164,13.5,15.25,14.75
2025-05-29,14.7906,14.25,15.25,14.75
2025-05-29,14.8012,14.25,15.25,14.75
2025-05-29,14.8346,14.5,15.25,14.75
2025-05-29,14.8371,14.5,15.25,14.75
2025-05-29,14.8419,14.75,15.25,14.75
2025-05-29,14.8447,14.75,15.25,14.75
2025-05-29,14.8419,14.75,15.25,14.75
2025-05-29,14.8447,14.75,15.25,14.75
2025-05-28,11.7264,9.0,15.0,12.0
2025-05-28,11.6707,9.0,15.0,12.0
2025-05-28,11.9637,9.0,15.0,12.0
2025-05-28,11.9977,9.0,15.0,12.0
2025-05-28,12.1627,9.0,15.0,12.0
2025-05-28,12.2076,9.0,15.0,12.0
2025-05-28,12.3473,9.5001,15.0,12.25
2025-05-28,12.4448,9.5001,15.0,12.5
2025-05-28,12.5378,10.0,15.0,12.5
2025-05-28,12.6298,10.0,15.0,12.5
2025-05-28,12.7637,10.0,15.0,12.75
2025-05-28,12.8359,10.0,15.0,12.75
2025-05-28,13.0205,10.0,15.0,13.0
2025-05-28,13.0916,10.0,15.0,13.0
2025-05-28,13.339,10.25,15.0,13.0
2025-05-28,13.4122,10.25,15.0,13.5
2025-05-28,13.7226,11.25,15.0,13.5
2025-05-28,13.7882,11.25,15.0,13.75
2025-05-28,14.1027,12.25,15.0,14.0
2025-05-28,14.1737,12.25,15.0,14.25
2025-05-28,14.4111,12.75,15.0,14.5
2025-05-28,14.4638,12.75,15.25,14.5
2025-05-28,14.6849,13.5,15.25,14.75
2025-05-28,14.7156,13.5,15.25,14.75
2025-05-28,14.781,14.25,15.25,14.75
2025-05-28,14.7979,14.25,15.25,14.75
2025-05-28,14.8288,14.5,15.25,14.75
2025-05-28,14.8327,14.5,15.25,14.75
2025-05-28,14.8356,14.75,15.25,14.75
2025-05-28,14.8401,14.75,15.25,14.75
2025-05-28,14.8356,14.75,15.25,14.75
2025-05-28,14.8401,14.75,15.25,14.75
2025-05-27,11.7955,9.0,15.0,12.0
2025-05-27,11.6852,9.0,15.0,12.0
2025-05-27,12.0313,9.0,15.0,12.0
2025-05-27,11.9955,9.0,15.0,12.0
2025-05-27,12.2269,9.0,15.0,12.0
2025-05-27,12.2076,9.0,15.0,12.0
2025-05-27,12.4104,9.5001,15.0,12.5
2025-05-27,12.4448,9.5001,15.0,12.5
2025-05-27,12.604,10.0,15.0,12.75
2025-05-27,12.6279,10.0,15.0,12.5
2025-05-27,12.8377,10.0,15.0,13.0
2025-05-27,12.8302,10.0,15.0,12.75
2025-05-27,13.1039,10.0,15.0,13.0
2025-05-27,13.0859,10.0,15.0,13.0
2025-05-27,13.4188,10.25,15.0,13.25
2025-05-27,13.4084,10.25,15.0,13.5
2025-05-27,13.789,11.25,15.0,13.75
2025-05-27,13.7882,11.25,15.0,13.75
2025-05-27,14.1591,12.25,15.0,14.25
2025-05-27,14.1775,12.25,15.0,14.25
2025-05-27,14.4482,13.25,15.0,14.5
2025-05-27,14.4676,13.25,15.25,14.5
2025-05-27,14.7045,13.75,15.25,14.75
2025-05-27,14.7174,13.75,15.25,14.75
2025-05-27,14.7891,14.25,15.25,14.75
2025-05-27,14.7979,14.25,15.25,14.75
2025-05-27,14.8279,14.5,15.25,14.75
2025-05-27,14.8346,14.5,15.25,14.75
2025-05-27,14.8312,14.75,15.25,14.75
2025-05-27,14.8401,14.75,15.25,14.75
2025-05-27,14.8312,14.75,15.25,14.75
2025-05-27,14.8401,14.75,15.25,14.75
2025-05-26,11.807,9.0,15.0,12.0
2025-05-26,11.6688,9.0,15.0,12.0
2025-05-26,12.0368,9.0,15.0,12.0
2025-05-26,11.9955,9.0,15.0,12.0
2025-05-26,12.2355,9.0,15.0,12.25
2025-05-26,12.2076,9.0,15.0,12.0
2025-05-26,12.4241,9.5001,15.0,12.5
2025-05-26,12.4448,9.5001,15.0,12.5
2025-05-26,12.6112,10.0,15.0,12.75
2025-05-26,12.6279,10.0,15.0,12.5
2025-05-26,12.8364,10.0,15.0,13.0
2025-05-26,12.8302,10.0,15.0,12.75
2025-05-26,13.1049,10.0,15.0,13.25
2025-05-26,13.0859,10.0,15.0,13.0
2025-05-26,13.4321,10.25,15.0,13.5
2025-05-26,13.4084,10.25,15.0,13.5
2025-05-26,13.8086,11.25,15.0,13.75
2025-05-26,13.7882,11.25,15.0,13.75
2025-05-26,14.1821,12.25,15.0,14.25
2025-05-26,14.1775,12.25,15.0,14.25
2025-05-26,14.4631,13.25,15.0,14.51
2025-05-26,14.4676,13.25,15.25,14.5
2025-05-26,14.716,13.75,15.25,14.75
2025-05-26,14.7174,13.75,15.25,14.75
2025-05-26,14.7964,14.25,15.25,14.75
2025-05-26,14.7979,14.25,15.25,14.75
2025-05-26,14.8302,14.75,15.25,14.75
2025-05-26,14.8346,14.5,15.25,14.75
2025-05-26,14.8302,14.75,15.25,14.75
2025-05-26,14.8401,14.75,15.25,14.75
2025-05-26,14.8302,14.75,15.25,14.75
2025-05-26,14.8401,14.75,15.25,14.75
2025-05-23,11.8818,9.0,15.0,12.0
2025-05-23,11.6818,9.0,15.0,12.0
2025-05-23,12.0846,9.0,15.0,12.0
2025-05-23,11.9798,9.0,15.0,12.0
2025-05-23,12.2689,9.0,15.0,12.5
2025-05-23,12.1902,9.0,15.0,12.0
2025-05-23,12.466,9.5001,15.0,12.5
2025-05-23,12.4284,9.5001,15.0,12.5
2025-05-23,12.6444,10.0,15.0,12.75
2025-05-23,12.6061,10.0,15.0,12.5
2025-05-23,12.859,10.0,15.0,13.0
2025-05-23,12.8039,10.0,15.0,12.75
2025-05-23,13.1154,10.0,15.0,13.125
2025-05-23,13.0587,10.0,15.0,13.0
2025-05-23,13.4455,10.25,15.0,13.5
2025-05-23,13.3864,10.25,15.0,13.25
2025-05-23,13.8173,11.25,15.0,13.75
2025-05-23,13.7673,11.25,15.0,13.75
2025-05-23,14.1859,12.25,15.0,14.25
2025-05-23,14.1587,12.25,15.0,14.25
2025-05-23,14.4713,13.25,15.0,14.63
2025-05-23,14.4638,13.25,15.5,14.5
2025-05-23,14.7276,13.75,15.25,14.75
2025-05-23,14.7185,13.75,15.5,14.75
2025-05-23,14.8014,14.25,15.25,14.75
2025-05-23,14.8019,14.25,15.5,14.75
2025-05-23,14.8269,14.5,15.25,14.75
2025-05-23,14.8393,14.5,15.5,14.75
2025-05-23,14.8301,14.75,15.25,14.75
2025-05-23,14.8446,14.5,15.5,14.75
2025-05-23,14.8301,14.75,15.25,14.75
2025-05-23,14.8429,14.5,15.25,14.75
2025-05-22,11.8365,9.0,15.0,12.0
2025-05-22,11.6341,9.0,15.0,12.0
2025-05-22,12.0043,9.0,15.0,12.25
2025-05-22,11.945,9.0,15.0,12.0
2025-05-22,12.2042,9.0,15.0,12.5
2025-05-22,12.1431,9.0,15.0,12.0
2025-05-22,12.3908,9.5001,15.0,12.5
2025-05-22,12.3954,9.5001,15.0,12.5
2025-05-22,12.5739,10.0,15.0,12.75
2025-05-22,12.5719,10.0,15.0,12.5
2025-05-22,12.7676,10.0,15.0,12.75
2025-05-22,12.7653,10.0,15.0,12.75
2025-05-22,13.0282,10.0,15.0,13.0
2025-05-22,13.0183,10.0,15.0,13.0
2025-05-22,13.3732,10.25,15.0,13.5
2025-05-22,13.3508,10.25,15.25,13.25
2025-05-22,13.7923,11.25,15.0,13.75
2025-05-22,13.7374,11.25,15.25,13.75
2025-05-22,14.1796,12.25,15.0,14.25
2025-05-22,14.1329,12.25,15.25,14.25
2025-05-22,14.493,13.25,15.25,14.75
2025-05-22,14.45,12.75,15.5,14.5
2025-05-22,14.7465,13.75,15.25,14.75
2025-05-22,14.711,13.25,15.5,14.75
2025-05-22,14.8099,14.25,15.25,14.75
2025-05-22,14.8007,13.75,15.5,14.75
2025-05-22,14.8345,14.5,15.25,14.75
2025-05-22,14.8442,14.25,15.5,14.75
2025-05-22,14.838,14.75,15.25,14.75
2025-05-22,14.8533,14.5,15.5,14.75
2025-05-22,14.838,14.75,15.25,14.75
2025-05-22,14.8496,14.5,15.25,14.75
2025-05-21,11.838,9.0,15.0,12.0
2025-05-21,11.6397,9.0,15.0,12.0
2025-05-21,12.0328,9.0,15.0,12.25
2025-05-21,11.9491,9.0,15.0,12.0
2025-05-21,12.2222,9.0,15.0,12.5
2025-05-21,12.1465,9.0,15.0,12.0
2025-05-21,12.4324,9.5001,15.0,12.5
2025-05-21,12.3983,9.5001,15.0,12.5
2025-05-21,12.6115,10.0,15.0,12.75
2025-05-21,12.5762,10.0,15.0,12.5
2025-05-21,12.7973,10.0,15.0,13.0
2025-05-21,12.7711,10.0,15.0,12.75
2025-05-21,13.0473,10.0,15.0,13.0
2025-05-21,13.0222,10.0,15.0,13.0
2025-05-21,13.3784,10.25,15.0,13.5
2025-05-21,13.3535,10.25,15.25,13.25
2025-05-21,13.7905,11.25,15.0,13.75
2025-05-21,13.7392,11.25,15.25,13.75
2025-05-21,14.1723,12.25,15.0,14.25
2025-05-21,14.1339,12.25,15.25,14.25
2025-05-21,14.473,13.25,15.25,14.625
2025-05-21,14.4496,12.75,15.5,14.5
2025-05-21,14.7196,13.75,15.25,14.75
2025-05-21,14.7089,13.25,15.5,14.75
2025-05-21,14.7973,14.25,15.25,14.75
2025-05-21,14.7993,13.75,15.5,14.75
2025-05-21,14.8345,14.5,15.25,14.75
2025-05-21,14.8431,14.25,15.5,14.75
2025-05-21,14.8412,14.75,15.25,14.75
2025-05-21,14.8522,14.5,15.5,14.75
2025-05-21,14.8412,14.75,15.25,14.75
2025-05-21,14.8485,14.5,15.25,14.75
2025-05-20,11.8455,9.0,15.0,12.0
2025-05-20,11.6326,9.0,15.0,12.0
2025-05-20,12.0403,9.0,15.0,12.25
2025-05-20,11.9583,9.0,15.0,12.0
2025-05-20,12.2227,9.0,15.0,12.5
2025-05-20,12.1598,9.0,15.0,12.0
2025-05-20,12.411,9.5,15.0,12.5
2025-05-20,12.4069,9.5,15.0,12.5
2025-05-20,12.5788,10.0,15.0,12.5
2025-05-20,12.5863,10.0,15.0,12.5
2025-05-20,12.75,10.0,15.0,12.75
2025-05-20,12.7789,10.0,15.0,12.75
2025-05-20,12.9863,10.0,15.0,13.0
2025-05-20,13.0281,10.0,15.0,13.0
2025-05-20,13.3116,10.25,15.0,13.25
2025-05-20,13.3543,10.25,15.25,13.25
2025-05-20,13.7363,11.25,15.0,13.75
2025-05-20,13.743,11.25,15.25,13.75
2025-05-20,14.1404,12.25,15.0,14.25
2025-05-20,14.1369,12.25,15.25,14.25
2025-05-20,14.4623,13.25,15.25,14.5
2025-05-20,14.455,12.75,15.5,14.5
2025-05-20,14.7192,13.75,15.25,14.75
2025-05-20,14.714,13.25,15.5,14.75
2025-05-20,14.8014,14.25,15.25,14.75
2025-05-20,14.8051,13.75,15.5,14.75
2025-05-20,14.839,14.5,15.25,14.75
2025-05-20,14.8493,14.25,15.5,14.75
2025-05-20,14.8459,14.75,15.25,14.75
2025-05-20,14.8585,14.5,15.5,14.75
2025-05-20,14.8459,14.75,15.25,14.75
2025-05-20,14.8548,14.5,15.25,14.75
2025-05-19,11.7639,9.0,15.0,12.0
2025-05-19,11.6192,9.0,15.0,12.0
2025-05-19,11.9426,9.0,15.0,12.0
2025-05-19,11.9583,9.0,15.0,12.0
2025-05-19,12.127,9.0,15.0,12.0
2025-05-19,12.1598,9.0,15.0,12.0
2025-05-19,12.3345,9.5,15.0,12.5
2025-05-19,12.4069,9.5,15.0,12.5
2025-05-19,12.5137,10.0,15.0,12.5
2025-05-19,12.5863,10.0,15.0,12.5
2025-05-19,12.6986,10.0,15.0,12.75
2025-05-19,12.7789,10.0,15.0,12.75
2025-05-19,12.9486,10.0,15.0,13.0
2025-05-19,13.0281,10.0,15.0,13.0
2025-05-19,13.2774,10.25,15.0,13.25
2025-05-19,13.3505,10.25,15.25,13.25
2025-05-19,13.7021,11.25,15.0,13.5
2025-05-19,13.7353,11.25,15.25,13.75
2025-05-19,14.1062,12.25,15.0,14.25
2025-05-19,14.1311,12.25,15.25,14.25
2025-05-19,14.4452,13.25,15.25,14.5
2025-05-19,14.4531,12.75,15.5,14.5
2025-05-19,14.7162,13.75,15.25,14.75
2025-05-19,14.714,13.25,15.5,14.75
2025-05-19,14.8048,14.25,15.25,14.75
2025-05-19,14.8051,13.75,15.5,14.75
2025-05-19,14.8459,14.5,15.25,14.75
2025-05-19,14.8529,14.25,15.5,14.75
2025-05-19,14.8527,14.75,15.25,14.75
2025-05-19,14.8621,14.5,15.5,14.75
2025-05-19,14.8527,14.75,15.25,14.75
2025-05-19,14.8585,14.5,15.25,14.75
2025-05-16,11.7451,9.5,15.0,12.0
2025-05-16,11.6333,9.5,15.0,12.0
2025-05-16,11.8917,9.0,15.0,12.0
2025-05-16,11.9793,9.0,15.0,12.0
2025-05-16,12.0806,9.0,15.0,12.0
2025-05-16,12.2056,9.0,15.0,12.0
2025-05-16,12.25,9.5,15.0,12.25
2025-05-16,12.4217,9.5,15.0,12.5
2025-05-16,12.4401,10.0,15.0,12.5
2025-05-16,12.6087,10.0,15.0,12.5
2025-05-16,12.6268,10.0,15.0,12.75
2025-05-16,12.8081,10.0,15.0,12.75
2025-05-16,12.8908,10.0,15.0,13.0
2025-05-16,13.0648,10.0,15.0,13.0
2025-05-16,13.2254,10.25,15.0,13.0
2025-05-16,13.3874,10.25,15.25,13.5
2025-05-16,13.662,11.25,15.0,13.5
2025-05-16,13.7674,11.25,15.25,13.75
2025-05-16,14.0845,12.25,15.0,14.0
2025-05-16,14.1618,12.25,15.5,14.25
2025-05-16,14.4401,13.25,15.25,14.5
2025-05-16,14.4746,12.75,15.5,14.55
2025-05-16,14.7226,13.75,15.25,14.75
2025-05-16,14.7255,13.25,15.5,14.75
2025-05-16,14.816,14.25,15.25,14.75
2025-05-16,14.8143,13.75,15.5,14.75
2025-05-16,14.8542,14.5,15.25,14.75
2025-05-16,14.8607,14.25,15.5,14.75
2025-05-16,14.8576,14.75,15.25,14.75
2025-05-16,14.8696,14.5,15.5,14.75
2025-05-16,14.8576,14.75,15.25,14.75
2025-05-16,14.8661,14.5,15.5,14.75
2025-05-15,11.2593,9.5,15.0,11.0
2025-05-15,11.3788,9.5,15.0,11.5
2025-05-15,11.5488,9.0,15.0,11.5
2025-05-15,11.9527,9.0,15.0,12.0
2025-05-15,11.8068,9.0,15.0,11.875
2025-05-15,12.1764,9.0,15.0,12.0
2025-05-15,12.0955,9.5,15.0,12.0
2025-05-15,12.3961,9.5,15.0,12.5
2025-05-15,12.3611,10.0,15.0,12.125
2025-05-15,12.59,10.0,15.0,12.5
2025-05-15,12.5741,10.0,15.0,12.375
2025-05-15,12.7969,10.0,15.25,12.75
2025-05-15,12.8657,10.0,15.0,12.5
2025-05-15,13.0554,10.0,15.25,13.0
2025-05-15,13.213,10.25,15.25,13.0
2025-05-15,13.3725,10.25,15.25,13.25
2025-05-15,13.625,11.25,15.25,13.5
2025-05-15,13.7506,11.25,15.25,13.75
2025-05-15,14.0556,12.25,15.25,14.0
2025-05-15,14.1543,12.25,15.5,14.25
2025-05-15,14.4167,13.25,15.25,14.5
2025-05-15,14.4821,12.75,15.5,14.55
2025-05-15,14.7098,14.0,15.25,14.75
2025-05-15,14.7448,13.25,15.5,14.75
2025-05-15,14.8273,14.25,15.25,14.75
2025-05-15,14.8357,13.75,15.5,14.75
2025-05-15,14.8636,14.5,15.25,14.75
2025-05-15,14.8821,14.25,15.5,14.75
2025-05-15,14.8682,14.75,15.25,14.75
2025-05-15,14.8929,14.5,15.5,14.75
2025-05-15,14.8682,14.75,15.25,14.75
2025-05-15,14.8893,14.5,15.5,14.75
2025-05-14,11.371,9.5,15.0,11.5
2025-05-14,11.371,9.5,15.0,11.5
2025-05-14,11.6,9.0,15.0,12.0
2025-05-14,11.9619,9.0,15.0,12.0
2025-05-14,11.849,9.0,15.0,12.0
2025-05-14,12.1833,9.0,15.0,12.0
2025-05-14,12.0932,9.5,15.0,12.0
2025-05-14,12.4059,9.5,15.0,12.5
2025-05-14,12.3578,10.0,15.0,12.5
2025-05-14,12.5986,10.0,15.0,12.5
2025-05-14,12.5776,10.0,15.0,12.5
2025-05-14,12.8039,10.0,15.25,12.75
2025-05-14,12.8664,10.0,15.0,12.5
2025-05-14,13.0606,10.0,15.25,13.0
2025-05-14,13.2328,10.25,15.25,13.0
2025-05-14,13.3753,10.25,15.25,13.25
2025-05-14,13.6466,11.25,15.25,13.5
2025-05-14,13.7469,11.25,15.25,13.75
2025-05-14,14.0819,12.25,15.25,14.0
2025-05-14,14.1513,12.25,15.5,14.25
2025-05-14,14.4397,13.25,15.25,14.5
2025-05-14,14.4841,12.75,15.5,14.5
2025-05-14,14.7208,14.0,15.25,14.75
2025-05-14,14.7397,13.25,15.5,14.75
2025-05-14,14.8263,14.25,15.25,14.75
2025-05-14,14.8327,13.75,15.5,14.75
2025-05-14,14.8602,14.5,15.25,14.75
2025-05-14,14.8803,14.25,15.5,14.75
2025-05-14,14.8644,14.75,15.25,14.75
2025-05-14,14.8908,14.5,15.5,14.75
2025-05-14,14.8644,14.75,15.25,14.75
2025-05-14,14.8873,14.5,15.5,14.75
2025-05-13,11.3889,9.5,15.0,11.5
2025-05-13,11.3889,9.5,15.0,11.5
2025-05-13,11.6607,9.0,15.0,12.0
2025-05-13,11.973,9.0,15.0,12.0
2025-05-13,11.9111,9.0,15.0,12.0
2025-05-13,12.1938,9.0,15.0,12.0
2025-05-13,12.1535,9.5,15.0,12.0
2025-05-13,12.415,9.5,15.0,12.5
2025-05-13,12.4182,10.0,15.0,12.5
2025-05-13,12.6079,10.0,15.0,12.5
2025-05-13,12.6409,10.0,15.0,12.5
2025-05-13,12.8132,10.0,15.25,12.75
2025-05-13,12.9273,10.0,15.0,13.0
2025-05-13,13.068,10.0,15.25,13.0
2025-05-13,13.2909,10.25,15.25,13.0
2025-05-13,13.379,10.25,15.25,13.25
2025-05-13,13.7,11.25,15.25,13.5
2025-05-13,13.7469,11.25,15.25,13.75
2025-05-13,14.1136,12.25,15.25,14.0
2025-05-13,14.1476,12.25,15.5,14.25
2025-05-13,14.4591,13.25,15.25,14.5
2025-05-13,14.4822,12.75,15.5,14.5
2025-05-13,14.7284,14.0,15.25,14.75
2025-05-13,14.7397,13.25,15.5,14.75
2025-05-13,14.8259,14.25,15.25,14.75
2025-05-13,14.8345,13.75,15.5,14.75
2025-05-13,14.8616,14.5,15.25,14.75
2025-05-13,14.8838,14.25,15.5,14.75
2025-05-13,14.8661,14.75,15.25,14.75
2025-05-13,14.8944,14.5,15.5,14.75
2025-05-13,14.8661,14.75,15.25,14.75
2025-05-13,14.8908,14.5,15.5,14.75
2025-05-12,11.41,9.5,15.0,11.5
2025-05-12,11.41,9.5,15.0,11.5
2025-05-12,11.6625,9.0,15.0,12.0
2025-05-12,11.9774,9.0,15.0,12.0
2025-05-12,11.9128,9.0,15.0,12.0
2025-05-12,12.2022,9.0,15.0,12.0
2025-05-12,12.1321,9.5,15.0,12.25
2025-05-12,12.4253,9.5,15.0,12.5
2025-05-12,12.3942,10.0,15.0,12.5
2025-05-12,12.6171,10.0,15.0,12.5
2025-05-12,12.6058,10.0,15.0,12.5
2025-05-12,12.8261,10.0,15.25,12.75
2025-05-12,12.8846,10.0,15.0,12.75
2025-05-12,13.0773,10.0,15.25,13.0
2025-05-12,13.2404,10.25,15.25,13.0
2025-05-12,13.3827,10.25,15.25,13.25
2025-05-12,13.649,11.25,15.25,13.5
2025-05-12,13.745,11.25,15.25,13.75
2025-05-12,14.0625,12.25,15.25,14.0
2025-05-12,14.1402,12.25,15.5,14.25
2025-05-12,14.4231,13.25,15.25,14.5
2025-05-12,14.4767,12.75,15.5,14.5
2025-05-12,14.6944,13.75,15.25,14.75
2025-05-12,14.7326,13.25,15.5,14.75
2025-05-12,14.8019,14.25,15.25,14.75
2025-05-12,14.8292,13.75,15.5,14.75
2025-05-12,14.8538,14.5,15.25,14.75
2025-05-12,14.882,14.25,15.5,14.75
2025-05-12,14.8585,14.75,15.25,14.75
2025-05-12,14.8926,14.5,15.5,14.75
2025-05-12,14.8585,14.75,15.25,14.75
2025-05-12,14.8891,14.5,15.5,14.75
2025-05-09,11.25,9.5,13.0,11.375
2025-05-09,11.25,9.5,13.0,11.375
2025-05-09,11.8205,9.75,13.5,12.0
2025-05-09,11.9689,9.0,15.0,12.0
2025-05-09,12.0714,10.0,14.0,12.125
2025-05-09,12.1943,9.0,15.0,12.0
2025-05-09,12.2644,9.75,14.75,12.5
2025-05-09,12.4204,9.5,15.0,12.5
2025-05-09,12.5343,10.25,14.75,12.5
2025-05-09,12.6107,10.0,15.0,12.5
2025-05-09,12.7598,10.5,14.75,12.75
2025-05-09,12.8201,10.0,15.25,12.75
2025-05-09,13.0392,10.5,15.0,13.0
2025-05-09,13.0712,10.0,15.25,13.0
2025-05-09,13.3775,11.0,15.25,13.5
2025-05-09,13.3762,10.25,15.25,13.25
2025-05-09,13.7353,12.0,15.25,13.5
2025-05-09,13.7396,11.25,15.25,13.75
2025-05-09,14.1225,12.5,15.25,14.0
2025-05-09,14.1337,12.25,15.5,14.25
2025-05-09,14.4608,13.25,15.5,14.5
2025-05-09,14.4695,12.75,15.5,14.5
2025-05-09,14.6923,13.75,15.5,14.75
2025-05-09,14.7293,13.25,15.5,14.75
2025-05-09,14.8039,14.25,15.5,14.75
2025-05-09,14.8287,13.75,15.5,14.75
2025-05-09,14.8578,14.5,15.5,14.75
2025-05-09,14.8846,14.25,15.5,14.75
2025-05-09,14.8627,14.5,15.5,14.75
2025-05-09,14.8951,14.5,15.5,14.75
2025-05-09,14.8578,14.5,15.25,14.75
2025-05-09,14.8916,14.5,15.5,14.75
2025-05-08,11.9167,10.25,13.0,12.0
2025-05-08,11.9167,10.25,13.0,12.0
2025-05-08,12.2452,9.0,15.0,12.5
2025-05-08,12.0173,9.0,15.0,12.0
2025-05-08,12.4024,9.0,15.0,12.5
2025-05-08,12.2337,9.0,15.0,12.0
2025-05-08,12.5688,9.5,15.0,12.5
2025-05-08,12.4585,9.5,15.0,12.5
2025-05-08,12.7121,10.0,15.0,12.75
2025-05-08,12.6245,10.0,15.0,12.5
2025-05-08,12.9054,10.0,15.25,13.0
2025-05-08,12.8336,10.0,15.25,12.75
2025-05-08,13.1363,10.0,15.25,13.0
2025-05-08,13.0791,10.0,15.25,13.0
2025-05-08,13.4213,10.25,15.25,13.5
2025-05-08,13.3771,10.25,15.25,13.25
2025-05-08,13.7934,11.25,15.25,14.0
2025-05-08,13.7376,11.25,15.25,13.75
2025-05-08,14.1856,12.25,15.25,14.5
2025-05-08,14.1347,12.25,15.5,14.25
2025-05-08,14.5225,12.75,15.5,14.75
2025-05-08,14.4785,12.75,15.5,14.5
2025-05-08,14.7736,13.25,15.5,14.75
2025-05-08,14.7483,13.25,15.5,14.75
2025-05-08,14.8664,13.75,15.5,15.0
2025-05-08,14.8433,13.75,15.5,14.75
2025-05-08,14.9178,14.25,15.5,15.0
2025-05-08,14.8961,14.25,15.5,15.0
2025-05-08,14.9349,14.5,15.5,15.0
2025-05-08,14.9067,14.5,15.5,15.0
2025-05-08,14.9281,14.5,15.25,15.0
2025-05-08,14.8996,14.5,15.5,15.0
2025-05-07,12.1993,9.0,15.0,12.25
2025-05-07,12.0305,9.0,15.0,12.0
2025-05-07,12.357,9.0,15.0,12.5
2025-05-07,12.2463,9.0,15.0,12.25
2025-05-07,12.5091,9.5,15.0,12.5
2025-05-07,12.4693,9.5,15.0,12.5
2025-05-07,12.6593,10.0,15.0,12.75
2025-05-07,12.6348,10.0,15.0,12.5
